기업 이름,이동 링크,총 만족도,평균 임금
이앤에스글로벌(주),/companies/13897/info/%EC%9D%B4%EC%95%A4%EC%97%90%EC%8A%A4%EA%B8%80%EB%A1%9C%EB%B2%8C?,3.3,"4,481"
집닥(주),/companies/325273/info/%EC%A7%91%EB%8B%A5?,3.3,"3,886"
콘텐츠퍼스트(주),/companies/327385/info/%EC%BD%98%ED%85%90%EC%B8%A0%ED%8D%BC%EC%8A%A4%ED%8A%B8?,3.3,"4,084"
티맵모빌리티(주),/companies/387552/info/%ED%8B%B0%EB%A7%B5%EB%AA%A8%EB%B9%8C%EB%A6%AC%ED%8B%B0?,3.3,"6,642"
한국평가데이터(주),/companies/90275/info/%ED%95%9C%EA%B5%AD%ED%8F%89%EA%B0%80%EB%8D%B0%EC%9D%B4%ED%84%B0?,3.3,"11,000"
(주)누리봄,/companies/83259/info/%EB%88%84%EB%A6%AC%EB%B4%84?,3.3,"3,328"
(주)블루웨이브컨설팅,/companies/74980/info/%EB%B8%94%EB%A3%A8%EC%9B%A8%EC%9D%B4%EB%B8%8C%EC%BB%A8%EC%84%A4%ED%8C%85?,3.3,"4,140"
(주)씨에스피아이,/companies/68982/info/%EC%94%A8%EC%97%90%EC%8A%A4%ED%94%BC%EC%95%84%EC%9D%B4?,3.3,"3,784"
(주)이스트소프트,/companies/58863/info/%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%86%8C%ED%94%84%ED%8A%B8?,3.3,"4,632"
(주)자비스앤빌런즈,/companies/324811/info/%EC%9E%90%EB%B9%84%EC%8A%A4%EC%95%A4%EB%B9%8C%EB%9F%B0%EC%A6%88?,3.3,"4,728"
(주)티머니,/companies/48761/info/%ED%8B%B0%EB%A8%B8%EB%8B%88?,3.3,"5,907"
(주)휴노,/companies/93219/info/%ED%9C%B4%EB%85%B8?,3.3,"3,670"
넷마블에프앤씨(주),/companies/373844/info/%EB%84%B7%EB%A7%88%EB%B8%94%EC%97%90%ED%94%84%EC%95%A4%EC%94%A8?,3.3,"5,163"
전능아이티(주),/companies/12248/info/%EC%A0%84%EB%8A%A5%EC%95%84%EC%9D%B4%ED%8B%B0?,3.3,"3,374"
한국쌔스소프트웨어(주),/companies/3423/info/%ED%95%9C%EA%B5%AD%EC%8C%94%EC%8A%A4%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4?,3.3,"6,938"
(주)도움이티에스,/companies/113245/info/%EB%8F%84%EC%9B%80%EC%9D%B4%ED%8B%B0%EC%97%90%EC%8A%A4?,3.3,"4,052"
(주)마이다스아이티,/companies/78090/info/%EB%A7%88%EC%9D%B4%EB%8B%A4%EC%8A%A4%EC%95%84%EC%9D%B4%ED%8B%B0?,3.3,"5,567"
(주)비앤리커뮤니케이션즈,/companies/345420/info/%EB%B9%84%EC%95%A4%EB%A6%AC%EC%BB%A4%EB%AE%A4%EB%8B%88%EC%BC%80%EC%9D%B4%EC%85%98%EC%A6%88?,3.3,"4,128"
(주)아드리엘,/companies/338165/info/%EC%95%84%EB%93%9C%EB%A6%AC%EC%97%98?,3.3,"4,963"
(주)엑셈,/companies/64576/info/%EC%97%91%EC%85%88?,3.3,"4,613"
(주)카카오엔터프라이즈,/companies/353508/info/%EC%B9%B4%EC%B9%B4%EC%98%A4%EC%97%94%ED%84%B0%ED%94%84%EB%9D%BC%EC%9D%B4%EC%A6%88?,3.3,"7,154"
(주)해줌,/companies/59159/info/%ED%95%B4%EC%A4%8C?,3.3,"4,327"
미스터픽(주),/companies/89236/info/%EB%AF%B8%EC%8A%A4%ED%84%B0%ED%94%BD?,3.3,"4,090"
오비고(주),/companies/62526/info/%EC%98%A4%EB%B9%84%EA%B3%A0?,3.3,"5,358"
(주)엔글,/companies/321368/info/%EC%97%94%EA%B8%80?,3.3,"3,260"
(주)이지미디어,/companies/91503/info/%EC%9D%B4%EC%A7%80%EB%AF%B8%EB%94%94%EC%96%B4?,3.3,"3,516"
(주)파이오링크,/companies/50513/info/%ED%8C%8C%EC%9D%B4%EC%98%A4%EB%A7%81%ED%81%AC?,3.3,"4,298"
(주)포그리트,/companies/326540/info/%ED%8F%AC%EA%B7%B8%EB%A6%AC%ED%8A%B8?,3.3,"3,616"
빙글,/companies/88115/info/%EB%B9%99%EA%B8%80?,3.3,"3,957"
서울정보시스템(주),/companies/72978/info/%EC%84%9C%EC%9A%B8%EC%A0%95%EB%B3%B4%EC%8B%9C%EC%8A%A4%ED%85%9C?,3.3,"4,662"
엔아이티서비스(주),/companies/96565/info/%EC%97%94%EC%95%84%EC%9D%B4%ED%8B%B0%EC%84%9C%EB%B9%84%EC%8A%A4?,3.3,"3,755"
윈드리버코리아디자인센터,/companies/89570/info/%EC%9C%88%EB%93%9C%EB%A6%AC%EB%B2%84%EC%BD%94%EB%A6%AC%EC%95%84%EB%94%94%EC%9E%90%EC%9D%B8%EC%84%BC%ED%84%B0?,3.3,"7,262"
투이컨설팅(주),/companies/51167/info/%ED%88%AC%EC%9D%B4%EC%BB%A8%EC%84%A4%ED%8C%85?,3.3,"5,290"
(주)마키나락스,/companies/369458/info/%EB%A7%88%ED%82%A4%EB%82%98%EB%9D%BD%EC%8A%A4?,3.3,"5,474"
(주)모토브,/companies/342805/info/%EB%AA%A8%ED%86%A0%EB%B8%8C?,3.3,"5,374"
(주)아이옵스,/companies/339179/info/%EC%95%84%EC%9D%B4%EC%98%B5%EC%8A%A4?,3.3,"3,537"
(주)위메이드플레이,/companies/72805/info/%EC%9C%84%EB%A9%94%EC%9D%B4%EB%93%9C%ED%94%8C%EB%A0%88%EC%9D%B4?,3.3,"4,829"
(주)인디앤드코리아,/companies/349880/info/%EC%9D%B8%EB%94%94%EC%95%A4%EB%93%9C%EC%BD%94%EB%A6%AC%EC%95%84?,3.3,"3,458"
(주)투씨에스지,/companies/203147/info/%ED%88%AC%EC%94%A8%EC%97%90%EC%8A%A4%EC%A7%80?,3.3,"4,211"
쿼타랩(주),/companies/350253/info/%EC%BF%BC%ED%83%80%EB%9E%A9?,3.3,"4,837"
(주)라포랩스,/companies/375660/info/%EB%9D%BC%ED%8F%AC%EB%9E%A9%EC%8A%A4?,3.3,"4,231"
(주)백패커,/companies/319354/info/%EB%B0%B1%ED%8C%A8%EC%BB%A4?,3.3,"4,262"
(주)사이냅소프트,/companies/74141/info/%EC%82%AC%EC%9D%B4%EB%83%85%EC%86%8C%ED%94%84%ED%8A%B8?,3.3,"4,373"
(주)위버스컴퍼니,/companies/338995/info/%EC%9C%84%EB%B2%84%EC%8A%A4%EC%BB%B4%ED%8D%BC%EB%8B%88?,3.3,"6,233"
(주)헥토파이낸셜,/companies/228094/info/%ED%97%A5%ED%86%A0%ED%8C%8C%EC%9D%B4%EB%82%B8%EC%85%9C?,3.3,"5,209"
매드업(주),/companies/198924/info/%EB%A7%A4%EB%93%9C%EC%97%85?,3.3,"4,345"
솔박스(주),/companies/71231/info/%EC%86%94%EB%B0%95%EC%8A%A4?,3.3,"4,416"
엔에이치엔에듀(주),/companies/67743/info/%EC%97%94%EC%97%90%EC%9D%B4%EC%B9%98%EC%97%94%EC%97%90%EB%93%80?,3.3,"4,934"
영창캐드(주),/companies/62899/info/%EC%98%81%EC%B0%BD%EC%BA%90%EB%93%9C?,3.3,"3,316"
이롭게,/companies/89342/info/%EC%9D%B4%EB%A1%AD%EA%B2%8C?,3.3,"3,566"
펫박스(주),/companies/91180/info/%ED%8E%AB%EB%B0%95%EC%8A%A4?,3.3,"4,228"
(주)더블유게임즈,/companies/81487/info/%EB%8D%94%EB%B8%94%EC%9C%A0%EA%B2%8C%EC%9E%84%EC%A6%88?,3.3,"5,164"
(주)링네트,/companies/78213/info/%EB%A7%81%EB%84%A4%ED%8A%B8?,3.3,"4,747"
(주)버즈니,/companies/75938/info/%EB%B2%84%EC%A6%88%EB%8B%88?,3.3,"4,850"
(주)엘지유플러스,/companies/63857/info/%EC%97%98%EC%A7%80%EC%9C%A0%ED%94%8C%EB%9F%AC%EC%8A%A4?,3.3,"5,601"
리디(주),/companies/89631/info/%EB%A6%AC%EB%94%94?,3.3,"4,883"
씨제이시스템즈(주),/companies/23198/info/%EC%94%A8%EC%A0%9C%EC%9D%B4%EC%8B%9C%EC%8A%A4%ED%85%9C%EC%A6%88?,3.3,"6,555"
원스토어(주),/companies/320364/info/%EC%9B%90%EC%8A%A4%ED%86%A0%EC%96%B4?,3.3,"7,396"
(주)다노,/companies/319204/info/%EB%8B%A4%EB%85%B8?,3.3,"4,006"
(주)모비젠,/companies/77178/info/%EB%AA%A8%EB%B9%84%EC%A0%A0?,3.3,"4,643"
(주)문토,/companies/379420/info/%EB%AC%B8%ED%86%A0?,3.3,"3,667"
(주)진학사,/companies/87353/info/%EC%A7%84%ED%95%99%EC%82%AC?,3.3,"4,132"
스페이스워크(주),/companies/347007/info/%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4%EC%9B%8C%ED%81%AC?,3.3,"5,928"
시큐베이스(주),/companies/24971/info/%EC%8B%9C%ED%81%90%EB%B2%A0%EC%9D%B4%EC%8A%A4?,3.3,"4,284"
제이브릿지컴퍼니,/companies/323887/info/%EC%A0%9C%EC%9D%B4%EB%B8%8C%EB%A6%BF%EC%A7%80%EC%BB%B4%ED%8D%BC%EB%8B%88?,3.3,"3,080"
한국내쇼날인스트루먼트(주),/companies/3715/info/%ED%95%9C%EA%B5%AD%EB%82%B4%EC%87%BC%EB%82%A0%EC%9D%B8%EC%8A%A4%ED%8A%B8%EB%A3%A8%EB%A8%BC%ED%8A%B8?,3.3,"5,889"
한국무역정보통신(주),/companies/91714/info/%ED%95%9C%EA%B5%AD%EB%AC%B4%EC%97%AD%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0?,3.3,"5,115"
한국오라클(유),/companies/3277/info/%ED%95%9C%EA%B5%AD%EC%98%A4%EB%9D%BC%ED%81%B4?,3.3,"6,697"
(주)굿스플로,/companies/85075/info/%EA%B5%BF%EC%8A%A4%ED%94%8C%EB%A1%9C?,3.3,"3,647"
(주)레드블루,/companies/353696/info/%EB%A0%88%EB%93%9C%EB%B8%94%EB%A3%A8?,3.3,"4,327"
(주)모비루스,/companies/77184/info/%EB%AA%A8%EB%B9%84%EB%A3%A8%EC%8A%A4?,3.3,"5,278"
(주)모션아이,/companies/94883/info/%EB%AA%A8%EC%85%98%EC%95%84%EC%9D%B4?,3.3,"3,324"
(주)미르이즈,/companies/286774/info/%EB%AF%B8%EB%A5%B4%EC%9D%B4%EC%A6%88?,3.3,"4,972"
(주)쇼우테크,/companies/157324/info/%EC%87%BC%EC%9A%B0%ED%85%8C%ED%81%AC?,3.3,"2,866"
(주)아이엠아이,/companies/67755/info/%EC%95%84%EC%9D%B4%EC%97%A0%EC%95%84%EC%9D%B4?,3.3,"4,054"
(주)이파피루스,/companies/58234/info/%EC%9D%B4%ED%8C%8C%ED%94%BC%EB%A3%A8%EC%8A%A4?,3.3,"4,102"
(주)테라핀테크,/companies/313558/info/%ED%85%8C%EB%9D%BC%ED%95%80%ED%85%8C%ED%81%AC?,3.3,"5,037"
엑스엘게임즈(주),/companies/64559/info/%EC%97%91%EC%8A%A4%EC%97%98%EA%B2%8C%EC%9E%84%EC%A6%88?,3.3,"4,596"
펜타시스템테크놀러지(주),/companies/5080/info/%ED%8E%9C%ED%83%80%EC%8B%9C%EC%8A%A4%ED%85%9C%ED%85%8C%ED%81%AC%EB%86%80%EB%9F%AC%EC%A7%80?,3.3,"4,372"
(주)골프존,/companies/85411/info/%EA%B3%A8%ED%94%84%EC%A1%B4?,3.2,"5,323"
(주)바로고,/companies/313695/info/%EB%B0%94%EB%A1%9C%EA%B3%A0?,3.2,"4,859"
(주)싸이버로지텍,/companies/69533/info/%EC%8B%B8%EC%9D%B4%EB%B2%84%EB%A1%9C%EC%A7%80%ED%85%8D?,3.2,"5,860"
두산정보통신(주),/companies/89797/info/%EB%91%90%EC%82%B0%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0?,3.2,"6,433"
라온시큐어(주),/companies/36119/info/%EB%9D%BC%EC%98%A8%EC%8B%9C%ED%81%90%EC%96%B4?,3.2,"5,070"
럽디(주),/companies/329437/info/%EB%9F%BD%EB%94%94?,3.2,"4,052"
신영이에스디(주),/companies/69962/info/%EC%8B%A0%EC%98%81%EC%9D%B4%EC%97%90%EC%8A%A4%EB%94%94?,3.2,"4,757"
아슈리온코리아(유),/companies/22649/info/%EC%95%84%EC%8A%88%EB%A6%AC%EC%98%A8%EC%BD%94%EB%A6%AC%EC%95%84?,3.2,"6,393"
(주)먼슬리키친,/companies/367402/info/%EB%A8%BC%EC%8A%AC%EB%A6%AC%ED%82%A4%EC%B9%9C?,3.2,"3,932"
(주)바넷정보기술,/companies/76378/info/%EB%B0%94%EB%84%B7%EC%A0%95%EB%B3%B4%EA%B8%B0%EC%88%A0?,3.2,"4,394"
(주)샘빌,/companies/347683/info/%EC%83%98%EB%B9%8C?,3.2,"4,217"
(주)스마일게이트게임즈,/companies/70950/info/%EC%8A%A4%EB%A7%88%EC%9D%BC%EA%B2%8C%EC%9D%B4%ED%8A%B8%EA%B2%8C%EC%9E%84%EC%A6%88?,3.2,"5,919"
(주)이메인텍,/companies/59023/info/%EC%9D%B4%EB%A9%94%EC%9D%B8%ED%85%8D?,3.2,"3,741"
(주)코그넷나인,/companies/209549/info/%EC%BD%94%EA%B7%B8%EB%84%B7%EB%82%98%EC%9D%B8?,3.2,"4,605"
로보티즈(주),/companies/78770/info/%EB%A1%9C%EB%B3%B4%ED%8B%B0%EC%A6%88?,3.2,"4,243"
봉봉랩(주) 호텔나우,/companies/92977/info/%EB%B4%89%EB%B4%89%EB%9E%A9-%ED%98%B8%ED%85%94%EB%82%98%EC%9A%B0?,3.2,"3,856"
비앤에프테크놀로지(주),/companies/31109/info/%EB%B9%84%EC%95%A4%EC%97%90%ED%94%84%ED%85%8C%ED%81%AC%EB%86%80%EB%A1%9C%EC%A7%80?,3.2,"4,004"
(주)구하다,/companies/350857/info/%EA%B5%AC%ED%95%98%EB%8B%A4?,3.2,"4,731"
(주)빗썸코리아,/companies/352810/info/%EB%B9%97%EC%8D%B8%EC%BD%94%EB%A6%AC%EC%95%84?,3.2,"5,868"
(주)스푼라디오,/companies/78061/info/%EC%8A%A4%ED%91%BC%EB%9D%BC%EB%94%94%EC%98%A4?,3.2,"5,172"
(주)알티캐스트,/companies/66878/info/%EC%95%8C%ED%8B%B0%EC%BA%90%EC%8A%A4%ED%8A%B8?,3.2,"4,780"
(주)픽소니어,/companies/49337/info/%ED%94%BD%EC%86%8C%EB%8B%88%EC%96%B4?,3.2,"4,489"
넷츠(주),/companies/83465/info/%EB%84%B7%EC%B8%A0?,3.2,"4,125"
대한에프에이시스템(주),/companies/38966/info/%EB%8C%80%ED%95%9C%EC%97%90%ED%94%84%EC%97%90%EC%9D%B4%EC%8B%9C%EC%8A%A4%ED%85%9C?,3.2,"5,134"
로제타스톤코리아(유),/companies/90816/info/%EB%A1%9C%EC%A0%9C%ED%83%80%EC%8A%A4%ED%86%A4%EC%BD%94%EB%A6%AC%EC%95%84?,3.2,"4,099"
(주)딜리셔스,/companies/366354/info/%EB%94%9C%EB%A6%AC%EC%85%94%EC%8A%A4?,3.2,"5,069"
(주)락플레이스,/companies/79089/info/%EB%9D%BD%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4?,3.2,"4,222"
(주)보이스루,/companies/345741/info/%EB%B3%B4%EC%9D%B4%EC%8A%A4%EB%A3%A8?,3.2,"4,177"
(주)빌트온,/companies/74216/info/%EB%B9%8C%ED%8A%B8%EC%98%A8?,3.2,"3,498"
(주)에스비에스에이앤티,/companies/93898/info/%EC%97%90%EC%8A%A4%EB%B9%84%EC%97%90%EC%8A%A4%EC%97%90%EC%9D%B4%EC%95%A4%ED%8B%B0?,3.2,"4,657"
(주)코인베스트,/companies/368110/info/%EC%BD%94%EC%9D%B8%EB%B2%A0%EC%8A%A4%ED%8A%B8?,3.2,"3,985"
네오그라프(주),/companies/83819/info/%EB%84%A4%EC%98%A4%EA%B7%B8%EB%9D%BC%ED%94%84?,3.2,"3,002"
비티비솔루션(주),/companies/74308/info/%EB%B9%84%ED%8B%B0%EB%B9%84%EC%86%94%EB%A3%A8%EC%85%98?,3.2,"4,422"
에릭슨엘지(주),/companies/21126/info/%EC%97%90%EB%A6%AD%EC%8A%A8%EC%97%98%EC%A7%80?,3.2,"5,754"
프리커스(주),/companies/216748/info/%ED%94%84%EB%A6%AC%EC%BB%A4%EC%8A%A4?,3.2,"3,586"
(주)노매드커넥션,/companies/90551/info/%EB%85%B8%EB%A7%A4%EB%93%9C%EC%BB%A4%EB%84%A5%EC%85%98?,3.2,"3,621"
(주)디에스앤텍,/companies/79858/info/%EB%94%94%EC%97%90%EC%8A%A4%EC%95%A4%ED%85%8D?,3.2,"3,569"
(주)아이액츠,/companies/67936/info/%EC%95%84%EC%9D%B4%EC%95%A1%EC%B8%A0?,3.2,"3,260"
(주)위민,/companies/92170/info/%EC%9C%84%EB%AF%BC?,3.2,"3,252"
(주)카카오엔터테인먼트,/companies/50181/info/%EC%B9%B4%EC%B9%B4%EC%98%A4%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8?,3.2,"5,546"
(주)하이퍼커넥트,/companies/316739/info/%ED%95%98%EC%9D%B4%ED%8D%BC%EC%BB%A4%EB%84%A5%ED%8A%B8?,3.2,"5,762"
밀버스(주),/companies/76391/info/%EB%B0%80%EB%B2%84%EC%8A%A4?,3.2,"3,680"
알티베이스(주),/companies/66886/info/%EC%95%8C%ED%8B%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4?,3.2,"6,045"
유니드컴즈(주),/companies/308153/info/%EC%9C%A0%EB%8B%88%EB%93%9C%EC%BB%B4%EC%A6%88?,3.2,"3,727"
클라우드브릭(주),/companies/329514/info/%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%EB%B8%8C%EB%A6%AD?,3.2,"4,205"
(주)마블러스,/companies/336151/info/%EB%A7%88%EB%B8%94%EB%9F%AC%EC%8A%A4?,3.2,"4,735"
(주)빅인사이트,/companies/150383/info/%EB%B9%85%EC%9D%B8%EC%82%AC%EC%9D%B4%ED%8A%B8?,3.2,"4,890"
(주)인피니소프트,/companies/57694/info/%EC%9D%B8%ED%94%BC%EB%8B%88%EC%86%8C%ED%94%84%ED%8A%B8?,3.2,"4,313"
(주)짐싸,/companies/336570/info/%EC%A7%90%EC%8B%B8?,3.2,"4,002"
(주)푸드테크,/companies/328803/info/%ED%91%B8%EB%93%9C%ED%85%8C%ED%81%AC?,3.2,"5,053"
(주)하이브로,/companies/92045/info/%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A1%9C?,3.2,"4,590"
크리니티(주),/companies/271552/info/%ED%81%AC%EB%A6%AC%EB%8B%88%ED%8B%B0?,3.2,"3,479"
한국자산평가(주),/companies/3169/info/%ED%95%9C%EA%B5%AD%EC%9E%90%EC%82%B0%ED%8F%89%EA%B0%80?,3.2,"4,462"
(주)메가뉴스,/companies/94742/info/%EB%A9%94%EA%B0%80%EB%89%B4%EC%8A%A4?,3.2,"3,780"
(주)미리디,/companies/76620/info/%EB%AF%B8%EB%A6%AC%EB%94%94?,3.2,"3,831"
(주)스마트로,/companies/91526/info/%EC%8A%A4%EB%A7%88%ED%8A%B8%EB%A1%9C?,3.2,"4,808"
(주)씨앤에이아이,/companies/365057/info/%EC%94%A8%EC%95%A4%EC%97%90%EC%9D%B4%EC%95%84%EC%9D%B4?,3.2,"5,881"
(주)에이아이스페라,/companies/362797/info/%EC%97%90%EC%9D%B4%EC%95%84%EC%9D%B4%EC%8A%A4%ED%8E%98%EB%9D%BC?,3.2,"4,158"
(주)웹젠캠프,/companies/66534/info/%EC%9B%B9%EC%A0%A0%EC%BA%A0%ED%94%84?,3.2,"4,146"
(주)케이비데이타시스템,/companies/53658/info/%EC%BC%80%EC%9D%B4%EB%B9%84%EB%8D%B0%EC%9D%B4%ED%83%80%EC%8B%9C%EC%8A%A4%ED%85%9C?,3.2,"5,487"
노드데이타(주),/companies/83438/info/%EB%85%B8%EB%93%9C%EB%8D%B0%EC%9D%B4%ED%83%80?,3.2,"3,635"
모비두(주),/companies/324055/info/%EB%AA%A8%EB%B9%84%EB%91%90?,3.2,"4,443"
앱노트,/companies/92225/info/%EC%95%B1%EB%85%B8%ED%8A%B8?,3.2,"3,538"
코드파트너즈(주),/companies/53035/info/%EC%BD%94%EB%93%9C%ED%8C%8C%ED%8A%B8%EB%84%88%EC%A6%88?,3.2,"3,530"
한국후지쯔(주),/companies/2878/info/%ED%95%9C%EA%B5%AD%ED%9B%84%EC%A7%80%EC%AF%94?,3.2,"5,359"
(주)날리지큐브,/companies/84021/info/%EB%82%A0%EB%A6%AC%EC%A7%80%ED%81%90%EB%B8%8C?,3.2,"3,846"
(주)뉴딘콘텐츠,/companies/320086/info/%EB%89%B4%EB%94%98%EC%BD%98%ED%85%90%EC%B8%A0?,3.2,"4,438"
(주)뉴지니,/companies/55621/info/%EB%89%B4%EC%A7%80%EB%8B%88?,3.2,"3,362"
(주)데일리,/companies/310940/info/%EB%8D%B0%EC%9D%BC%EB%A6%AC?,3.2,"3,997"
(주)딥브레인에이아이,/companies/335613/info/%EB%94%A5%EB%B8%8C%EB%A0%88%EC%9D%B8%EC%97%90%EC%9D%B4%EC%95%84%EC%9D%B4?,3.2,"4,494"
(주)메디칼스탠다드,/companies/77646/info/%EB%A9%94%EB%94%94%EC%B9%BC%EC%8A%A4%ED%83%A0%EB%8B%A4%EB%93%9C?,3.2,"4,448"
(주)바우라움,/companies/392691/info/%EB%B0%94%EC%9A%B0%EB%9D%BC%EC%9B%80?,3.2,"4,698"
(주)에이모,/companies/328116/info/%EC%97%90%EC%9D%B4%EB%AA%A8?,3.2,"4,899"
(주)에이젠글로벌,/companies/361671/info/%EC%97%90%EC%9D%B4%EC%A0%A0%EA%B8%80%EB%A1%9C%EB%B2%8C?,3.2,"3,820"
(주)인성디지탈,/companies/58068/info/%EC%9D%B8%EC%84%B1%EB%94%94%EC%A7%80%ED%83%88?,3.2,"4,499"
(주)컴투스,/companies/53778/info/%EC%BB%B4%ED%88%AC%EC%8A%A4?,3.2,"5,048"
에스코어(주),/companies/20556/info/%EC%97%90%EC%8A%A4%EC%BD%94%EC%96%B4?,3.2,"5,996"
엘에스웨어(주),/companies/93867/info/%EC%97%98%EC%97%90%EC%8A%A4%EC%9B%A8%EC%96%B4?,3.2,"4,216"
(주)라이앤캐처스,/companies/329645/info/%EB%9D%BC%EC%9D%B4%EC%95%A4%EC%BA%90%EC%B2%98%EC%8A%A4?,3.2,"4,661"
(주)소만사,/companies/71429/info/%EC%86%8C%EB%A7%8C%EC%82%AC?,3.2,"4,226"
(주)쓰리디팩토리,/companies/308328/info/%EC%93%B0%EB%A6%AC%EB%94%94%ED%8C%A9%ED%86%A0%EB%A6%AC?,3.2,"4,037"
(주)아이엔지스토리,/companies/93308/info/%EC%95%84%EC%9D%B4%EC%97%94%EC%A7%80%EC%8A%A4%ED%86%A0%EB%A6%AC?,3.2,"3,483"
(주)아임웹,/companies/326954/info/%EC%95%84%EC%9E%84%EC%9B%B9?,3.2,"4,061"
(주)에스비씨엔,/companies/324172/info/%EC%97%90%EC%8A%A4%EB%B9%84%EC%94%A8%EC%97%94?,3.2,"4,162"
(주)엘림넷,/companies/87204/info/%EC%97%98%EB%A6%BC%EB%84%B7?,3.2,"4,148"
(주)엘지씨엔에스,/companies/63859/info/%EC%97%98%EC%A7%80%EC%94%A8%EC%97%94%EC%97%90%EC%8A%A4?,3.2,"6,107"
(주)크라우드웍스,/companies/326581/info/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9C%EC%9B%8D%EC%8A%A4?,3.2,"4,451"
(주)티맥스티베로,/companies/374063/info/%ED%8B%B0%EB%A7%A5%EC%8A%A4%ED%8B%B0%EB%B2%A0%EB%A1%9C?,3.2,"5,343"
바나플(유),/companies/77026/info/%EB%B0%94%EB%82%98%ED%94%8C?,3.2,"4,302"
엔에이치엔클라우드(주),/companies/394922/info/%EC%97%94%EC%97%90%EC%9D%B4%EC%B9%98%EC%97%94%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C?,3.2,"5,707"
